Time,Flow Rate,Pressure,Accumulation Flow,Temperature
19:55:46,400.73583075863314,205.08098316023253,3.4180163860038757,21.925253961496978
19:55:47,403.56081758867,209.45121255029702,6.908869928508826,22.3514053155746
19:55:48,393.9196555505644,207.77256248185904,10.371745969873144,23.249468265721774
19:55:49,398.18065582619414,201.4572095176754,13.729366128501068,22.96391388433569
19:55:50,406.3127910514973,209.78004017571038,17.225700131429576,23.34551441303512
19:55:51,415.53223594911407,200.44365309101212,20.566427682946447,23.385040425746187
19:55:52,425.1651987793206,198.90138043309153,23.88145069016464,22.887806017913377
19:55:53,423.48815134727306,204.67329041027952,27.292672197002634,21.905198740472454
19:55:54,429.6180156810273,207.1491507195936,30.745158042329194,21.23147008780837
19:55:55,433.04629370599145,204.18721037671835,34.1482782152745,21.573316679713837
19:55:56,425.3698949157387,213.359658880943,37.70427252995688,20.85225156590494
19:55:57,428.2238690814619,215.55691089854508,41.2968877115993,20.18264269798844
19:55:58,426.79474025138353,211.83630897367667,44.82749286116057,19.29574052461483
19:55:59,428.3380822995312,204.5203083131522,48.23616466637978,18.850171269286037
19:56:00,431.3258116636222,212.5173364541901,51.77812027394961,17.968857671533378
19:56:01,436.8433602450664,204.57776233251334,55.18774964615817,17.21894677976294
19:56:02,429.9265887645751,207.87033976172168,58.652255308853526,16.408330381425195
19:56:03,434.32436587502104,210.25603199581084,62.15652250878371,16.426131565160585
19:56:04,426.153493575699,203.69609091931252,65.55145735743892,16.821259643524805
19:56:05,430.81284753226686,205.98953694496637,68.98461630652169,17.62216795309832
19:56:06,431.4046543401149,201.2714280763049,72.33914010779344,18.014699497362407
19:56:07,439.47000258568374,191.90377071075767,75.53753628630606,18.853556137517884
19:56:08,445.99366927403946,193.2645577583059,78.7586122489445,19.7196441784555
19:56:09,446.6403118840717,194.6182136054009,82.00224914236784,20.389766652910367
19:56:10,442.6458204280517,196.2420531714347,85.27295002855843,20.898888981926756
19:56:11,445.155123998875,188.41194826343607,88.41314916628237,20.00717888486157
19:56:12,437.57304444755204,181.84211111587763,91.44385101821366,20.915751816106145
19:56:13,432.6591154866058,180.80114404386674,94.45720341894477,19.91766070625882
19:56:14,423.6517247425827,179.00720610847634,97.44065685408604,19.989648693432333
19:56:15,425.2983844127787,180.58639357089032,100.45043008026755,20.892950123147113
19:56:16,415.6004317864651,171.8276107729243,103.31422359314962,20.17911217737606
19:56:17,411.7146220310302,181.02062116930165,106.33123394597132,19.203240457305753
19:56:18,411.7220605658778,190.28138396825395,109.50259034544221,19.582091206552096
19:56:19,421.319046934278,192.62043063640664,112.712930856049,20.40495664331397
19:56:20,427.780288633459,194.58118802317696,115.95595065643528,19.455848528255018
19:56:21,431.3414611244154,198.15715582622312,119.25856992020566,19.86246357121015
19:56:22,425.70852281999646,194.4298899335423,122.49906808576469,19.29962144410536
19:56:23,428.86005744647406,193.07545564832944,125.71699234657018,18.915841860555876
19:56:24,426.85727988579964,202.92450953020906,129.099067505407,19.34764054222376
19:56:25,428.72288922436115,203.11074382866872,132.48424656921813,18.424050242884874
19:56:26,431.411220182476,198.31335450638522,135.78946914432456,18.210037583691363
19:56:27,421.4992092377551,192.855073235871,139.0037203649224,17.22627907516928
19:56:28,417.31104292958196,183.02863106884743,142.0541975494032,17.804996047438216
19:56:29,416.56460634962974,182.00043356936976,145.0875381088927,16.957813598883924
19:56:30,423.50307282784166,181.90783367907017,148.11933533687719,17.09045914604133
19:56:31,422.66124222563855,186.35767020586417,151.22529650697493,16.496933626963088
19:56:32,432.6577843911788,180.89710115707797,154.24024819292623,16.77247072041002
19:56:33,441.29918322645415,175.65337183963825,157.16780439025354,16.203942326372317
19:56:34,438.01209038835225,172.63987558677127,160.04513565003305,16.218867593168387
19:56:35,440.5060126530849,165.88030060866674,162.80980732684415,15.262733611214937
19:56:36,437.64830081966454,172.1791593858551,165.67945998327508,14.5455432053308
19:56:37,435.20089379630735,181.06857975172363,168.6972696458038,13.934916974837035
19:56:38,444.10461303419896,172.89377199118164,171.5788325123235,13.815677650279095
19:56:39,434.3043683494676,176.73626220771342,174.52443688245205,14.612351401520804
19:56:40,427.31889946795667,180.60771999375845,177.5345655490147,14.625391629669096
19:56:41,421.6912131881653,177.23595166459552,180.48849807675796,14.436306481630975
19:56:42,418.4188683287742,180.26162214709643,183.49285844587624,14.01003385826913
19:56:43,408.92912899614606,180.81498088395256,186.50644146060878,13.486179043143006
19:56:44,416.04490214871214,180.52332013090702,189.51516346279055,12.572758558258904
19:56:45,417.42811200273735,188.08258553537019,192.6498732217134,12.15444357346988
19:56:46,419.2181256293677,178.93200034709437,195.6320732274983,11.485804605133627
19:56:47,417.9801735499962,181.92008938395242,198.66407471723085,10.679304555150088
19:56:48,417.1666613546696,187.90281067149226,201.7957882284224,10.1176930955987
19:56:49,414.921279771303,186.08908034527485,204.89727290084363,10.389609370675956
19:56:50,420.72827637421767,185.55065562010083,207.98978382784532,10.756530281099376
19:56:51,419.0688027143899,190.8920988360089,211.17131880844548,11.361812327851665
19:56:52,416.4249456293621,185.28645237430513,214.25942634801723,10.39868284747819
19:56:53,424.3958555427437,192.6934199768047,217.47098334763064,9.80261250326203
